"Key","Title","Description","CategoryGroupID"
"GM0526","Heerjansdam","Opgeheven per 01-01-2003, overgegaan naar:
- Zwijndrecht (GM0642),
... 572 hectare met 1532 woningen en 3697 inwoners
Begindatum voor 1830

",
"GM0917","Heerlen","Begindatum 02-01-1839

",
"GM1658","Heeze-Leende","Begindatum 01-01-1997

",
"GM0399","Heiloo","Begindatum voor 1830

",
"GM0918","Helden","Opgeheven per 01-01-2010, overgegaan naar:
- Peel en Maas (GM1894),
... 6909 hectare met 7658 woningen en 19654 inwoners
Begindatum 02-01-1839

",
"GM0400","Den Helder","Begindatum voor 1830

",
"GM0163","Hellendoorn","Grenswijziging per 01-01-2005, overgegaan naar:
- Wierden (GM0189),
... 1 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2004, ontvangen van:
- Wierden (GM0189),
... 39 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2002, overgegaan naar:
- Vriezenveen (GM0186),
... 2 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",
"GM0530","Hellevoetsluis","Opgeheven per 01-01-2023, overgegaan naar:
- Voorne aan Zee (GM1992)

Grenswijziging per 01-01-2018, ontvangen van:
- Nissewaard (GM1930),
... 963 hectare met 533 woningen en 1209 inwoners

Begindatum voor 1830
",
"GM0794","Helmond","Grenswijziging per 01-01-2012, ontvangen van:
- Nuenen, Gerwen en Nederwetten (GM0820),
... 19 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",
"GM0531","Hendrik-Ido-Ambacht","Grenswijziging per 01-01-2004, overgegaan naar:
- Zwijndrecht (GM0642),
... 1 hectare met 0 woningen en 0 inwoners
Begindatum voor 1830

",
"GM0248","Hengelo (Gld.)","Opgeheven per 01-01-2005, overgegaan naar:
- Berkelland (GM1859),
... 6 hectare met 1 woning en 3 inwoners
- Bronckhorst (GM1876),
... 4915 hectare met 3221 woningen en 8448 inwoners
Begindatum voor 1830

",
"GM0164","Hengelo (O.)","Grenswijziging per 01-01-2011, ontvangen van:
- Borne (GM0147),
... 1 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2011, overgegaan naar:
- Borne (GM0147),
... 2 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",
"GM0796","'s-Hertogenbosch","Grenswijziging per 01-01-2019, ontvangen van:
- Vught (GM0865),
... 3 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2019, overgegaan naar:
- Vught (GM0865),
... 29 hectare met 0 woningen en 0 inwoners

Gemeentelijke herindeling per 01-01-2015, ontvangen van:
- Maasdonk (GM1671)
... 2619 hectare met 2818 woningen en 6719 inwoners

Grenswijziging per 01-01-2012, ontvangen van:
- Sint-Michielsgestel (GM0845),
... 49 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",
"GM0252","Heumen","Begindatum voor 1830

",
"GM0797","Heusden","Begindatum voor 1830

",
"GM0920","Heythuysen","Opgeheven per 01-01-2007, overgegaan naar:
- Leudal (GM1640),
... 5811 hectare met 4725 woningen en 12257 inwoners

Begindatum 02-01-1839

",
"GM0534","Hillegom","Grenswijziging per 01-01-2013, overgegaan naar:
- Bloemendaal (GM0377),
... 2 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830

",
"GM0798","Hilvarenbeek","Grenswijziging per 01-01-2006, overgegaan naar:
- Tilburg (GM0855),
... 31 hectare met 3 woningen en 34 inwoners

Begindatum voor 1830

",
"GM0402","Hilversum","Grenswijziging per 01-01-2009, ontvangen van:
- Wijdemeren (GM1696),
... 22 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2009, overgegaan naar:
- Wijdemeren (GM1696),
... 2 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830

",
"GM1963","Hoeksche Waard","Ontstaan per 01-01-2019, ontvangen van:
- Binnenmaas (GM0585),
... 6933 hectare met 12868 woningen en 29292 inwoners
- Cromstrijen (GM0611),
... 5440 hectare met 5714 woningen en 12916 inwoners
- Korendijk (GM0588),
... 7608 hectare met 4690 woningen en 11269 inwoners
- Oud-Beijerland (GM0584),
... 1873 hectare met 10313 woningen en 24403 inwoners
- Strijen (GM0617),
... 5039 hectare met 3957 woningen en 8776 inwoners
Begindatum 01-01-2019
",
"GM1735","Hof van Twente","Begindatum 01-01-2001

",
"GM1966","Het Hogeland","Grenswijziging per 01-01-2021, overgegaan naar:
- Schiermonnikoog (GM0088),
... 25 hectare met 0 woningen en 0 inwoners

Ontstaan per 01-01-2019, ontvangen van:
- Bedum (GM0005),
... 4454 hectare met 4703 woningen en 10493 inwoners
- Eemsmond (GM1651),
... 18946 hectare met 7416 woningen en 15411 inwoners
- De Marne (GM1663),
... 17068 hectare met 5204 woningen en 10037 inwoners
- Winsum (GM0053),
... 7807 hectare met 5308 woningen en 11947 inwoners
Begindatum 01-01-2019
",
"GM1911","Hollands Kroon","Ontstaan per 01-01-2012, ontvangen van:
- Anna Paulowna (GM0366),
... 7464 hectare met 5844 woningen en 14304 inwoners
- Niedorp (GM0412),
... 6159 hectare met 4861 woningen en 12272 inwoners
- Wieringen (GM0462),
... 2688 hectare met 3853 woningen en 8562 inwoners
- Wieringermeer (GM0463),
... 19498 hectare met 5264 woningen en 12565 inwoners
Begindatum 01-01-2012
",
"GM0675","Hontenisse","Opgeheven per 01-01-2003, overgegaan naar:
- Hulst (GM0677),
... 7614 hectare met 3488 woningen en 7972 inwoners

Begindatum voor 1830

",
"GM0118","Hoogeveen","Begindatum voor 1830

",
"GM0018","Hoogezand-Sappemeer","Opgeheven per 01-01-2018, overgegaan naar:
- Midden-Groningen (GM1952),
... 6646 hectare met 16115 woningen en 34158 inwoners

Begindatum 01-04-1949
",
"GM0405","Hoorn","Grenswijziging per 01-01-2015, ontvangen van:
- Koggenland (GM1598),
... 6 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2015, overgegaan naar:
- Koggenland (GM1598),
... 1 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2014, ontvangen van:
- Drechterland (GM0498),
... 3 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2014, overgegaan naar:
- Drechterland (GM0498),
... 16 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2007, ontvangen van:
- Wognum (GM0466),
... 102 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2004, ontvangen van:
- Wester-Koggenland (GM0558),
... 6 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830

",
"GM1507","Horst aan de Maas","Gemeentelijke herindeling per 01-01-2010, ontvangen van:
- Meerlo-Wanssum (GM0993),
... 2055 hectare met 1684 woningen en 4309 inwoners
- Sevenum (GM0964),
... 4805 hectare met 3030 woningen en 7730 inwoners

Grenswijziging per 01-01-2002, ontvangen van:
- Venlo (GM0983),
... 16 hectare met 0 woningen en 0 inwoners

Begindatum 01-01-2001
",
"GM0321","Houten","Begindatum voor 1830

",
"GM0406","Huizen","Begindatum voor 1830

",
"GM0677","Hulst","Gemeentelijke herindeling per 01-01-2003, ontvangen van:
- Hontenisse (GM0675),
... 7614 hectare met 3488 woningen en 7972 inwoners
- Hulst (GM0677),
... 12534 hectare met 8602 woningen en 19918 inwoners

Begindatum voor 1830

",
"GM0256","Hummelo en Keppel","Opgeheven per 01-01-2005, overgegaan naar:
- Bronckhorst (GM1876),
... 4248 hectare met 1803 woningen en 4555 inwoners
- Doetinchem (GM0222),
... 4 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830

",
"GM0925","Hunsel","Opgeheven per 01-01-2007, overgegaan naar:
- Leudal (GM1640),
... 3440 hectare met 2346 woningen en 6193 inwoners

Begindatum 02-01-1839

",
"GM0353","IJsselstein","Begindatum voor 1830

",
"GM0645","Jacobswoude","Opgeheven per 01-01-2009, overgegaan naar:
- Kaag en Braassem (GM1884),
... 3650 hectare met 4187 woningen en 10784 inwoners

Grenswijziging per 01-01-2005, overgegaan naar:
- Alkemade (GM0483),
... 12 hectare met 0 woningen en 0 inwoners
- Leiderdorp (GM0547),
... 4 hectare met 0 woningen en 0 inwoners

Begindatum 01-01-1991

",
"GM1884","Kaag en Braassem","Grenswijziging per 01-01-2012, ontvangen van:
- Uithoorn (GM0451),
... 3 hectare met 4 woningen en 10 inwoners
Grenswijziging per 01-01-2012, overgegaan naar:
- Teylingen (GM1525),
... 8 hectare met 3 woningen en 17 inwoners

Ontstaan per 01-01-2009, ontvangen van:
- Alkemade (GM0483),
... 2695 hectare met 5447 woningen en 14628 inwoners
- Jacobswoude (GM0645),
... 3650 hectare met 4187 woningen en 10784 inwoners
Begindatum 01-01-2009
",
"GM0166","Kampen","Begindatum voor 1830
",
"GM0678","Kapelle","Begindatum voor 1830

",
"GM0537","Katwijk","Gemeentelijke herindeling per 01-01-2006, ontvangen van:
- Katwijk (GM0537),
... 1374 hectare met 16225 woningen en 42198 inwoners
- Rijnsburg (GM0602),
... 586 hectare met 5473 woningen en 14833 inwoners
- Valkenburg (ZH.) (GM0619),
... 505 hectare met 1380 woningen en 3901 inwoners

Grenswijziging per 01-01-2002, ontvangen van:
- Noordwijk (GM0575),
... 33 hectare met 4 woningen en 53 inwoners

Begindatum voor 1830

",
"GM0928","Kerkrade","Begindatum 02-01-1839

",
"GM0929","Kessel","Opgeheven per 01-01-2010, overgegaan naar:
- Peel en Maas (GM1894),
... 2108 hectare met 1738 woningen en 4263 inwoners
Begindatum 02-01-1839

",
"GM0258","Kesteren","Naamswijziging per 01-04-2003,
nieuwe naam: Neder-Betuwe (GM1740)

Gemeentelijke herindeling per 01-01-2002, ontvangen van:
- Dodewaard (GM0220),
... 1699 hectare met 1610 woningen en 4511 inwoners
- Echteld (GM0227),
... 2759 hectare met 2412 woningen en 6691 inwoners
- Kesteren (GM0258),
... 1645 hectare met 3430 woningen en 10989 inwoners
Begindatum voor 1830

",
"GM1598","Koggenland","Grenswijziging per 01-01-2015, ontvangen van:
- Hoorn (GM0405),
... 1 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2015, overgegaan naar:
- Hoorn (GM0405),
... 6 hectare met 0 woningen en 0 inwoners

Ontstaan per 01-01-2007 uit:
- Obdam (GM0429),
... 2057 hectare met 2514 woningen en 6920 inwoners
- Wester-Koggenland (GM0558),
... 6028 hectare met 5557 woningen en 14294 inwoners
Begindatum 01-01-2007

",
"GM0079","Kollumerland en Nieuwkruisland","Opgeheven per 01-01-2019, overgegaan naar:
- Noardeast-Fryslân (GM1970),
... 10953 hectare met 5530 woningen en 12761 inwoners

Begindatum voor 1830
",
"GM0588","Korendijk","Opgeheven per 01-01-2019, overgegaan naar:
- Hoeksche Waard (GM1963),
... 7608 hectare met 4690 woningen en 11269 inwoners

Begindatum 01-01-1984
",
"GM0542","Krimpen aan den IJssel","Begindatum voor 1830

",
"GM1931","Krimpenerwaard","Ontstaan per 01-01-2015, ontvangen van:
- Bergambacht (GM0491)
... 3510 hectare met 4231 woningen en 10186 inwoners
- Nederlek (GM0643)
... 2777 hectare met 6388 woningen en 14143 inwoners
- Ouderkerk (GM0644)
... 2707 hectare met 3343 woningen en 8241 inwoners
- Schoonhoven (GM0608)
... 628 hectare met 5302 woningen en 11898 inwoners
- Vlist (GM0623)
... 5373 hectare met 4001 woningen en 9740 inwoners
Begindatum 01-01-2015
",
"GM1659","Laarbeek","Begindatum 01-01-1997

",
"GM1982","Land van Cuijk","Ontstaan per 01-01-2022, ontvangen van:
- Boxmeer (GM0756),
... 11142 hectare met 12813 woningen en 29721 inwoners
- Cuijk (GM1684),
... 5121 hectare met 11424 woningen en 25677 inwoners
- Grave (GM0786),
... 2714 hectare met 5467 woningen en 12462 inwoners
- Mill en Sint Hubert (GM0815),
... 5222 hectare met 4685 woningen en 11057 inwoners
- Sint Anthonis (GM1702),
... 9927 hectare met 4942 woningen en 11790 inwoners

",
"GM1685","Landerd","Opgeheven per 01-01-2022, overgegaan naar:
- Maashorst (GM1991),
... 7035 hectare met 6497 woningen en 15896 inwoners

Begindatum 01-01-1994
",
"GM0882","Landgraaf","Begindatum 01-01-1982

",
"GM0415","Landsmeer","Begindatum voor 1830

",
"GM0416","Langedijk","Opgeheven per 01-01-2022, overgegaan naar:
- Dijk en Waard (GM1980),
... 2376 hectare met 11927 woningen en 28593 inwoners

Begindatum 01-08-1941
",
"GM1621","Lansingerland","Grenswijziging per 01-01-2020, ontvangen van:
- Rotterdam (GM0599),
... 2 hectare met 8 woningen en 11 inwoners

Ontstaan per 01-01-2007 uit:
- Bergschenhoek (GM0492),
... 1477 hectare met 6011 woningen en 16694 inwoners
- Berkel en Rodenrijs (GM0493),
... 1860 hectare met 8206 woningen en 20856 inwoners
- Bleiswijk (GM0495),
... 2112 hectare met 3932 woningen en 10377 inwoners
Begindatum 01-01-2007
",
"GM0417","Laren (NH.)","Begindatum voor 1830

",
"GM0022","Leek","Opgeheven per 01-01-2019, overgegaan naar:
- Westerkwartier (GM1969),
... 6318 hectare met 8868 woningen en 19732 inwoners

Begindatum voor 1830
",
"GM0545","Leerdam","Opgeheven per 01-01-2019, overgegaan naar:
- Vijfheerenlanden (GM1961),
... 3376 hectare met 8988 woningen en 21248 inwoners
Provinciale wijziging per 01-01-2019:
- overgegaan van provincie Zuid-Holland naar provincie Utrecht

Begindatum voor 1830
",
"GM0326","Leersum","Opgeheven per 01-01-2006, overgegaan naar:
- Utrechtse Heuvelrug (GM1581),
... 2992 hectare met 2936 woningen en 7515 inwoners
Begindatum voor 1830

",
"GM0080","Leeuwarden","Grenswijziging per 01-01-2021, ontvangen van:
- Waadhoeke (GM1949),
... 1 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2021, overgegaan naar:
- Waadhoeke (GM1949),
... 57 hectare met 1 woning en 3 inwoners

Gemeentelijke herindeling per 01-01-2018, ontvangen van:
- Leeuwarden (GM0080),
... 15441 hectare met 55112 woningen en 108942 inwoners
- Leeuwarderadeel (GM0081),
... 4090 hectare met 4377 woningen en 10079 inwoners
- Littenseradiel (GM0140),
... 4330 hectare met 1416 woningen en 3394 inwoners

Grenswijziging per 01-01-2016, overgegaan naar:
- Heerenveen (GM0074),
... 0 hectare met 0 woningen en 2 inwoners

Gemeentelijke herindeling per 01-01-2014, ontvangen van:
- Boarnsterhim (GM0055),
... 7567 hectare met 4963 woningen en 11024 inwoners
- Leeuwarden (GM0080),
... 7872 hectare met 48149 woningen en 96318 inwoners

Begindatum voor 1830
",
"GM0081","Leeuwarderadeel","Opgeheven per 01-01-2018, overgegaan naar:
- Leeuwarden (GM0080),
... 4090 hectare met 4377 woningen en 10079 inwoners

Begindatum voor 1830
",
"GM0546","Leiden","Grenswijziging per 01-01-2011, overgegaan naar:
- Zoeterwoude (GM0638),
... 4 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830

",
"GM0547","Leiderdorp","Grenswijziging per 01-01-2005, ontvangen van:
- Alkemade (GM0483),
... 10 hectare met 0 woningen en 0 inwoners
- Jacobswoude (GM0645),
... 4 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830

",
"GM1916","Leidschendam-Voorburg","Grenswijziging per 01-01-2005, ontvangen van:
- 's-Gravenhage (GM0518),
... 2 hectare met 0 woningen en 0 inwoners

Ontstaan per 01-01-2002, ontvangen van:
- Leidschendam (GM0548),
... 2757 hectare met 17560 woningen en 35868 inwoners
- Voorburg (GM0624),
... 624 hectare met 18964 woningen en 38217 inwoners
Begindatum 01-01-2002

",
"GM0995","Lelystad","Begindatum 01-01-1980
",
"GM0082","Lemsterland","Opgeheven per 01-01-2014, overgegaan naar:
- De Friese Meren (GM1921),
... 7577 hectare met 6146 woningen en 13524 inwoners

Begindatum voor 1830
",
"GM1640","Leudal","Ontstaan per 01-01-2007 uit:
- Haelen (GM0914),
... 2857 hectare met 3963 woningen en 9905 inwoners
- Heythuysen (GM0920),
... 5811 hectare met 4725 woningen en 12257 inwoners
- Hunsel (GM0925),
... 3440 hectare met 2346 woningen en 6193 inwoners
- Roggel en Neer (GM1670),
... 4179 hectare met 3350 woningen en 8463 inwoners
Begindatum 01-01-2007

",
"GM0327","Leusden","Begindatum voor 1830
",
"GM0260","Lichtenvoorde","Opgeheven per 01-01-2005, overgegaan naar:
- Bronckhorst (GM1876),
... 1 hectare met 0 woningen en 0 inwoners
- Groenlo (GM0240),
... 7372 hectare met 6921 woningen en 19468 inwoners
Begindatum voor 1830
",
"GM1673","Liemeer","Opgeheven per 01-01-2007, overgegaan naar:
- Nieuwkoop (GM0569),
... 3020 hectare met 2368 woningen en 6961 inwoners

Begindatum 01-01-1994

",
"GM0552","De Lier","Opgeheven per 01-01-2004, overgegaan naar:
- Midden-Delfland (GM1842),
... 24 hectare met 2 woningen en 3 inwoners
- Westland (GM1783),
... 837 hectare met 4090 woningen en 10964 inwoners

Begindatum voor 1830

",
"GM0694","Liesveld","Opgeheven per 01-01-2013, overgegaan naar:
- Molenwaard (GM1927),
... 4099 hectare met 3785 woningen en 9770 inwoners

Begindatum 01-01-1986
",
"GM0733","Lingewaal","Opgeheven per 01-01-2019, overgegaan naar:
- West Betuwe (GM1960),
... 5031 hectare met 4666 woningen en 11193 inwoners

Begindatum 03-01-1987
",
"GM1705","Lingewaard","Naamswijziging per 01-01-2003,
oude naam: Bemmel (GM0206)
Begindatum 01-01-2003

",
"GM0553","Lisse","Begindatum voor 1830

",
"GM0808","Lith","Opgeheven per 01-01-2011, overgegaan naar:
- Oss (GM0828),
... 5057 hectare met 2480 woningen en 6685 inwoners

Begindatum voor 1830

",
"GM0140","Littenseradiel","Opgeheven per 01-01-2018, overgegaan naar:
- Leeuwarden (GM0080),
... 4330 hectare met 1416 woningen en 3394 inwoners
- Súdwest-Fryslân (GM1900),
... 6738 hectare met 2325 woningen en 5411 inwoners
- Waadhoeke (GM1949),
... 1999 hectare met 806 woningen en 1878 inwoners

Begindatum 26-01-1985
",
"GM0262","Lochem","Gemeentelijke herindeling per 01-01-2005, ontvangen van:
- Gorssel (GM0239),
... 8545 hectare met 5526 woningen en 13468 inwoners
- Lochem (GM0262),
... 12768 hectare met 7648 woningen en 19353 inwoners
Grenswijziging per 01-01-2005, ontvangen van:
- Borculo (GM0211),
... 0 hectare met 1 woning en 0 inwoners
- Ruurlo (GM0278),
... 11 hectare met 2 woningen en 0 inwoners
- Vorden (GM0286),
... 7 hectare met 1 woning en 4 inwoners
Grenswijziging per 01-01-2005, overgegaan naar:
- Berkelland (GM1859),
... 1 hectare met 0 woningen en 0 inwoners
- Bronckhorst (GM1876),
... 5 hectare met 1 woning en 9 inwoners

Begindatum voor 1830

",
"GM0329","Loenen","Opgeheven per 01-01-2011, overgegaan naar:
- Stichtse Vecht (GM1904),
... 2497 hectare met 3522 woningen en 8562 inwoners
.
Begindatum voor 1830

",
"GM0809","Loon op Zand","Grenswijziging per 01-01-2004, ontvangen van:
- Waalwijk (GM0867),
... 1 hectare met 12 woningen en 25 inwoners

Begindatum voor 1830

",
"GM0331","Lopik","Begindatum voor 1830

",
"GM0024","Loppersum","Opgeheven per 01-01-2021, overgegaan naar:
- Eemsdelta (GM1979),
... 11104 hectare met 4782 woningen en 9495 inwoners

Begindatum voor 1830
",
"GM0168","Losser","Begindatum voor 1830

",
"GM0332","Maarn","Opgeheven per 01-01-2006, overgegaan naar:
- Utrechtse Heuvelrug (GM1581),
... 2516 hectare met 2523 woningen en 5934 inwoners
Begindatum voor 1830

",
"GM0333","Maarssen","Opgeheven per 01-01-2011, overgegaan naar:
- Stichtse Vecht (GM1904),
... 2724 hectare met 16212 woningen en 39752 inwoners
.
Grenswijziging per 01-01-2010, ontvangen van:
- Utrecht (GM0344),
... 12 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2010, overgegaan naar:
- Utrecht (GM0344),
... 2 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830

",
"GM0933","Maasbracht","Opgeheven per 01-01-2007, overgegaan naar:
- Maasgouw (GM1641),
... 2054 hectare met 5713 woningen en 13587 inwoners

Begindatum 02-01-1839

",
"GM0934","Maasbree","Opgeheven per 01-01-2010, overgegaan naar:
- Peel en Maas (GM1894),
... 4940 hectare met 5100 woningen en 13094 inwoners

Begindatum 02-01-1839

",
"GM1671","Maasdonk","Opgeheven per 01-01-2015, overgegaan naar:
- 's-Hertogenbosch (GM0796),
... 2619 hectare met 2818 woningen en 6719 inwoners
- Oss (GM0828),
... 1106 hectare met 1845 woningen en 4629 inwoners

Begindatum 01-01-1993

",
"GM0263","Maasdriel","Begindatum 01-08-1944

",
"GM1641","Maasgouw","Ontstaan per 01-01-2007 uit:
- Heel (GM1937),
... 1949 hectare met 3097 woningen en 8326 inwoners
- Maasbracht (GM0933),
... 2054 hectare met 5713 woningen en 13587 inwoners
- Thorn (GM0977),
... 578 hectare met 1081 woningen en 2584 inwoners
Begindatum 01-01-2007

",
"GM1991","Maashorst","Ontstaan per 01-01-2022, ontvangen van:
- Landerd (GM1685),
... 7035 hectare met 6497 woningen en 15896 inwoners
- Uden (GM0856),
... 6698 hectare met 19303 woningen en 42466 inwoners

",
"GM0555","Maasland","Opgeheven per 01-01-2004, overgegaan naar:
- Maassluis (GM0556),
... 112 hectare met 45 woningen en 113 inwoners
- Midden-Delfland (GM1842),
... 1867 hectare met 2363 woningen en 6340 inwoners
- Westland (GM1783),
... 349 hectare met 104 woningen en 166 inwoners

Begindatum voor 1830

",
"GM0556","Maassluis","Grenswijziging per 01-01-2004, ontvangen van:
- Maasland (GM0555),
... 112 hectare met 45 woningen en 113 inwoners

Begindatum voor 1830

",
"GM0935","Maastricht","Begindatum voor 1830

",
"GM0936","Margraten","Opgeheven per 01-01-2011, overgegaan naar:
- Eijsden-Margraten (GM1903),
... 5766 hectare met 5554 woningen en 13375 inwoners

Begindatum 02-01-1839

",
"GM1663","De Marne","Opgeheven per 01-01-2019, overgegaan naar:
- Het Hogeland (GM1966),
... 17068 hectare met 5204 woningen en 10037 inwoners

Begindatum 01-01-1992
",
"GM0025","Marum","Opgeheven per 01-01-2019, overgegaan naar:
- Westerkwartier (GM1969),
... 6437 hectare met 4447 woningen en 10484 inwoners

Begindatum voor 1830
",
"GM0420","Medemblik","Gemeentelijke herindeling per 01-01-2011, ontvangen van:
- Andijk (GM0364),
... 2114 hectare met 2594 woningen en 6518 inwoners
- Medemblik (GM0420),
... 7727 hectare met 11278 woningen en 27627 inwoners
- Wervershoof (GM0459),
... 2340 hectare met 3347 woningen en 8746 inwoners
.
Gemeentelijke herindeling per 01-01-2007, ontvangen van:
- Medemblik (GM0420),
... 731 hectare met 3328 woningen en 7744 inwoners
- Noorder-Koggenland (GM0529),
... 4974 hectare met 4195 woningen en 10596 inwoners
- Wognum (GM0466),
... 2033 hectare met 2978 woningen en 8229 inwoners

Begindatum voor 1830

",
"GM0993","Meerlo-Wanssum","Opgeheven per 01-01-2010, overgegaan naar:
- Horst aan de Maas (GM1507),
... 2055 hectare met 1684 woningen en 4309 inwoners
- Venray (GM0984),
... 1789 hectare met 1350 woningen en 3504 inwoners

Begindatum 01-07-1969

",
"GM0938","Meerssen","Grenswijziging per 01-01-2022, ontvangen van:
- Beek (GM0888),
... 12 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2022, overgegaan naar:
- Beek (GM0888),
... 16 hectare met 0 woningen en 0 inwoners

Begindatum 02-01-1839
",
"GM1948","Meierijstad","Ontstaan per 01-01-2017, ontvangen van:
- Schijndel (GM0844),
... 4153 hectare met 9901 woningen en 23722 inwoners
- Sint-Oedenrode (GM0846),
... 6441 hectare met 7408 woningen en 17892 inwoners
- Veghel (GM0860),
... 7816 hectare met 15839 woningen en 38255 inwoners
Begindatum 01-01-2017
",
"GM0941","Meijel","Opgeheven per 01-01-2010, overgegaan naar:
- Peel en Maas (GM1894),
... 1984 hectare met 2308 woningen en 6047 inwoners
Begindatum 02-01-1839
",
"GM0083","Menaldumadeel","Naamswijziging per 01-01-2011,
nieuwe naam: Menameradiel (GM1908)

Begindatum voor 1830

",
"GM1908","Menameradiel","Opgeheven per 01-01-2018, overgegaan naar:
- Waadhoeke (GM1949),
... 6884 hectare met 5877 woningen en 13450 inwoners

Naamswijziging per 01-01-2011,
oude naam: Menaldumadeel (GM0083)
Begindatum 01-01-2011
",
"GM1987","Menterwolde","Opgeheven per 01-01-2018, overgegaan naar:
- Midden-Groningen (GM1952),
... 8025 hectare met 5400 woningen en 12013 inwoners

Begindatum 01-02-1991
",
"GM0119","Meppel","Begindatum voor 1830

",
"GM0687","Middelburg (Z.)","Begindatum voor 1830

",
"GM0559","Middelharnis","Opgeheven per 01-01-2013, overgegaan naar:
- Goeree-Overflakkee (GM1924),
... 6071 hectare met 7611 woningen en 18070 inwoners

Begindatum voor 1830
",
"GM1842","Midden-Delfland","Ontstaan per 01-01-2004, ontvangen van:
- Maasland (GM0555),
... 1867 hectare met 2363 woningen en 6340 inwoners
- Schipluiden (GM0607),
... 2509 hectare met 3887 woningen en 10525 inwoners
Grenswijziging per 01-01-2004, ontvangen van:
- De Lier (GM0552),
... 24 hectare met 2 woningen en 3 inwoners
- Delft (GM0503),
... 346 hectare met 56 woningen en 204 inwoners
Begindatum 01-01-2004

",
"GM1731","Midden-Drenthe","Begindatum 01-01-2000

",
"GM1952","Midden-Groningen","Ontstaan per 01-01-2018, ontvangen van:
- Hoogezand-Sappemeer (GM0018),
... 6646 hectare met 16115 woningen en 34158 inwoners
- Menterwolde (GM1987),
... 8025 hectare met 5400 woningen en 12013 inwoners
- Slochteren (GM0040),
... 13402 hectare met 6510 woningen en 14782 inwoners
Begindatum 01-01-2018
",
"GM0814","Mierlo","Opgeheven per 01-01-2004, overgegaan naar:
- Geldrop-Mierlo (GM1771),
... 1786 hectare met 3930 woningen en 10005 inwoners

Begindatum voor 1830

",
"GM0815","Mill en Sint Hubert","Opgeheven per 01-01-2022, overgegaan naar:
- Land van Cuijk (GM1982),
... 5222 hectare met 4685 woningen en 11057 inwoners

Begindatum voor 1830
",
"GM0265","Millingen aan de Rijn","Opgeheven per 01-01-2015, overgegaan naar:
- Groesbeek (GM0241),
... 864 hectare met 2588 woningen en 5879 inwoners

Begindatum 01-01-1954

",
"GM1709","Moerdijk","Begindatum 04-04-1998

",
"GM1978","Molenlanden","Ontstaan per 01-01-2019, ontvangen van:
- Giessenlanden (GM0689),
... 6351 hectare met 5928 woningen en 14540 inwoners
- Molenwaard (GM1927)
... 11821 hectare met 11232 woningen en 29318 inwoners
Begindatum 01-01-2019
",
"GM1927","Molenwaard","Opgeheven per 01-01-2019, overgegaan naar:
- Molenlanden (GM1978),
... 11821 hectare met 11232 woningen en 29318 inwoners

Ontstaan per 01-01-2013, ontvangen van:
- Graafstroom (GM0693),
... 6691 hectare met 3588 woningen en 9894 inwoners
- Liesveld (GM0694),
... 4099 hectare met 3785 woningen en 9770 inwoners
- Nieuw-Lekkerland (GM0571)
... 1039 hectare met 3467 woningen en 9526 inwoners
Begindatum 01-01-2013
",
"GM0562","Monster","Opgeheven per 01-01-2004, overgegaan naar:
- Westland (GM1783),
... 1431 hectare met 7954 woningen en 20489 inwoners

Begindatum voor 1830

",
"GM1955","Montferland","Grenswijziging per 01-01-2007, ontvangen van:
- Zevenaar (GM0299),
... 11 hectare met 1 woning en 3 inwoners

Ontstaan per 01-01-2005, ontvangen van:
- Bergh (GM0207),
... 7382 hectare met 7207 woningen en 18388 inwoners
- Didam (GM0218),
... 3161 hectare met 6232 woningen en 16875 inwoners
Grenswijziging per 01-01-2005, ontvangen van:
- Wehl (GM0292),
... 20 hectare met 0 woningen en 0 inwoners
Begindatum 01-01-2005

",
"GM0335","Montfoort","Begindatum voor 1830

",
